filename,log_sr_r,log_sr_g,log_sr_b
64-8.tiff,0.6358,0.5861,0.5023
64-9.tiff,0.6339,0.5865,0.5042
65-1.tiff,0.6640,0.5844,0.4665
65-10.tiff,0.6611,0.5839,0.4711
65-11.tiff,0.6604,0.5837,0.4724
65-12.tiff,0.6631,0.5839,0.4684
65-13.tiff,0.6594,0.5838,0.4736
65-14.tiff,0.6621,0.5846,0.4688
65-15.tiff,0.6629,0.5840,0.4685
65-2.tiff,0.6628,0.5838,0.4690
65-3.tiff,0.6603,0.5843,0.4718
65-4.tiff,0.6601,0.5842,0.4721
65-5.tiff,0.6603,0.5843,0.4719
65-6.tiff,0.6624,0.5844,0.4687
65-7.tiff,0.6629,0.5845,0.4679
65-8.tiff,0.6623,0.5841,0.4692
65-9.tiff,0.6630,0.5843,0.4680
66-1.tiff,0.6378,0.5864,0.4994
66-10.tiff,0.6376,0.5862,0.4999
66-11.tiff,0.6433,0.5857,0.4931
66-12.tiff,0.6405,0.5859,0.4965
66-13.tiff,0.6381,0.5864,0.4990
66-14.tiff,0.6375,0.5865,0.4996
66-15.tiff,0.6434,0.5856,0.4931
66-16.tiff,0.6407,0.5861,0.4960
66-2.tiff,0.6377,0.5838,0.5026
66-3.tiff,0.6318,0.5873,0.5059
66-4.tiff,0.6350,0.5858,0.5037
66-5.tiff,0.6353,0.5863,0.5026
66-6.tiff,0.6356,0.5865,0.5020
66-7.tiff,0.6322,0.5864,0.5064
66-8.tiff,0.6369,0.5858,0.5012
66-9.tiff,0.6377,0.5860,0.4999
67-1.tiff,0.6399,0.5817,0.5022
67-10.tiff,0.6334,0.5859,0.5056
67-11.tiff,0.6335,0.5858,0.5055
67-12.tiff,0.6334,0.5859,0.5056
67-13.tiff,0.6335,0.5858,0.5055
67-14.tiff,0.6333,0.5859,0.5057
67-2.tiff,0.6338,0.5854,0.5056
67-3.tiff,0.6339,0.5854,0.5055
67-4.tiff,0.6346,0.5853,0.5047
67-5.tiff,0.6348,0.5854,0.5044
67-6.tiff,0.6338,0.5853,0.5057
67-7.tiff,0.6339,0.5853,0.5056
67-8.tiff,0.6333,0.5860,0.5055
67-9.tiff,0.6333,0.5861,0.5055
68-1.tiff,0.6483,0.5840,0.4886
68-10.tiff,0.6436,0.5845,0.4941
68-11.tiff,0.6453,0.5836,0.4929
68-12.tiff,0.6470,0.5833,0.4911
68-13.tiff,0.6479,0.5835,0.4897
68-14.tiff,0.6441,0.5841,0.4939
68-15.tiff,0.6441,0.5842,0.4938
68-16.tiff,0.6464,0.5841,0.4910
68-17.tiff,0.6453,0.5843,0.4920
68-2.tiff,0.6375,0.5834,0.5031
68-3.tiff,0.6376,0.5826,0.5041
68-4.tiff,0.6383,0.5848,0.5006
68-5.tiff,0.6406,0.5812,0.5018
68-6.tiff,0.6403,0.5849,0.4980
68-7.tiff,0.6420,0.5839,0.4969
68-8.tiff,0.6381,0.5832,0.5026
68-9.tiff,0.6427,0.5829,0.4971
69-1.tiff,0.6376,0.5867,0.4992
69-10.tiff,0.6383,0.5859,0.4993
69-11.tiff,0.6354,0.5866,0.5021
69-12.tiff,0.6349,0.5865,0.5028
69-13.tiff,0.6352,0.5865,0.5025
69-14.tiff,0.6364,0.5865,0.5010
69-2.tiff,0.6417,0.5822,0.4994
69-3.tiff,0.6435,0.5816,0.4976
69-4.tiff,0.6384,0.5838,0.5017
69-5.tiff,0.6382,0.5820,0.5039
69-6.tiff,0.6451,0.5811,0.4962
69-7.tiff,0.6353,0.5859,0.5032
69-8.tiff,0.6353,0.5867,0.5022
69-9.tiff,0.6369,0.5863,0.5006
7-1.tiff,0.6467,0.5857,0.4886
7-10.tiff,0.6490,0.5850,0.4864
7-11.tiff,0.6490,0.5850,0.4863
7-2.tiff,0.6468,0.5852,0.4891
7-3.tiff,0.6473,0.5852,0.4885
7-4.tiff,0.6478,0.5851,0.4879
7-5.tiff,0.6483,0.5851,0.4873
7-6.tiff,0.6489,0.5850,0.4866
7-7.tiff,0.6481,0.5847,0.4880
7-8.tiff,0.6494,0.5849,0.4859
7-9.tiff,0.6486,0.5852,0.4867
70-1.tiff,0.6523,0.5841,0.4830
70-2.tiff,0.6336,0.5883,0.5024
70-3.tiff,0.6293,0.5885,0.5076
70-4.tiff,0.6336,0.5882,0.5025
70-5.tiff,0.6446,0.5863,0.4907
70-6.tiff,0.6467,0.5858,0.4885
70-7.tiff,0.6523,0.5843,0.4828
71-1.tiff,0.6447,0.5864,0.4905
71-10.tiff,0.6493,0.5854,0.4854
71-11.tiff,0.6483,0.5855,0.4867
71-12.tiff,0.6491,0.5854,0.4857
71-13.tiff,0.6468,0.5854,0.4889
71-2.tiff,0.6499,0.5853,0.4848
71-3.tiff,0.6467,0.5862,0.4879
71-4.tiff,0.6469,0.5858,0.4883
71-5.tiff,0.6473,0.5858,0.4877
71-6.tiff,0.6482,0.5857,0.4866
71-7.tiff,0.6487,0.5854,0.4862
71-8.tiff,0.6514,0.5849,0.4833
71-9.tiff,0.6485,0.5855,0.4865
72-1.tiff,0.6359,0.5863,0.5019
72-10.tiff,0.6368,0.5862,0.5009
72-11.tiff,0.6355,0.5866,0.5020
72-12.tiff,0.6361,0.5863,0.5017
72-13.tiff,0.6350,0.5868,0.5025
72-2.tiff,0.6341,0.5867,0.5038
72-3.tiff,0.6394,0.5850,0.4989
72-4.tiff,0.6372,0.5859,0.5007
72-5.tiff,0.6382,0.5860,0.4993
72-6.tiff,0.6370,0.5858,0.5011
72-7.tiff,0.6353,0.5865,0.5024
72-8.tiff,0.6360,0.5864,0.5017
72-9.tiff,0.6381,0.5864,0.4990
73-1.tiff,0.6358,0.5877,0.5004
73-10.tiff,0.6403,0.5868,0.4957
73-11.tiff,0.6421,0.5859,0.4944
73-12.tiff,0.6412,0.5859,0.4956
73-13.tiff,0.6418,0.5859,0.4947
73-14.tiff,0.6419,0.5860,0.4946
73-15.tiff,0.6407,0.5865,0.4954
73-2.tiff,0.6380,0.5875,0.4978
73-3.tiff,0.6293,0.5888,0.5073
73-4.tiff,0.6378,0.5861,0.4996
73-5.tiff,0.6392,0.5858,0.4982
73-6.tiff,0.6402,0.5859,0.4969
73-7.tiff,0.6405,0.5862,0.4961
73-8.tiff,0.6419,0.5858,0.4948
73-9.tiff,0.6416,0.5869,0.4938
74-1.tiff,0.6472,0.5817,0.4927
74-10.tiff,0.6464,0.5830,0.4922
74-11.tiff,0.6495,0.5829,0.4882
74-12.tiff,0.6502,0.5836,0.4864
74-13.tiff,0.6463,0.5834,0.4919
74-14.tiff,0.6482,0.5854,0.4869
74-15.tiff,0.6471,0.5833,0.4910
74-16.tiff,0.6460,0.5836,0.4920
74-17.tiff,0.6484,0.5822,0.4906
74-18.tiff,0.6495,0.5829,0.4882
74-19.tiff,0.6460,0.5848,0.4906
74-2.tiff,0.6469,0.5852,0.4889
74-3.tiff,0.6418,0.5860,0.4947
74-4.tiff,0.6424,0.5865,0.4933
74-5.tiff,0.6484,0.5841,0.4883
74-6.tiff,0.6494,0.5837,0.4875
74-7.tiff,0.6492,0.5839,0.4874
74-8.tiff,0.6492,0.5838,0.4876
74-9.tiff,0.6495,0.5837,0.4873
75-1.tiff,0.6448,0.5848,0.4921
75-10.tiff,0.6436,0.5845,0.4941
75-11.tiff,0.6464,0.5845,0.4905
75-12.tiff,0.6422,0.5824,0.4984
75-13.tiff,0.6421,0.5840,0.4967
75-14.tiff,0.6446,0.5838,0.4935
75-2.tiff,0.6414,0.5849,0.4964
75-3.tiff,0.6456,0.5849,0.4910
75-4.tiff,0.6445,0.5848,0.4925
75-5.tiff,0.6428,0.5852,0.4943
75-6.tiff,0.6445,0.5844,0.4930
75-7.tiff,0.6440,0.5845,0.4936
75-8.tiff,0.6441,0.5847,0.4932
75-9.tiff,0.6483,0.5827,0.4901
76-1.tiff,0.6394,0.5865,0.4972
76-10.tiff,0.6383,0.5860,0.4991
76-11.tiff,0.6408,0.5864,0.4954
76-12.tiff,0.6419,0.5824,0.4988
76-13.tiff,0.6372,0.5867,0.4998
76-14.tiff,0.6381,0.5848,0.5007
76-15.tiff,0.6358,0.5864,0.5019
76-16.tiff,0.6366,0.5856,0.5019
76-17.tiff,0.6377,0.5863,0.4996
76-18.tiff,0.6382,0.5860,0.4993
76-19.tiff,0.6388,0.5849,0.4998
76-2.tiff,0.6346,0.5850,0.5050
76-20.tiff,0.6385,0.5854,0.4997
76-21.tiff,0.6381,0.5855,0.5000
76-3.tiff,0.6413,0.5814,0.5008
76-4.tiff,0.6394,0.5805,0.5042
76-5.tiff,0.6380,0.5812,0.5051
76-6.tiff,0.6407,0.5806,0.5024
76-7.tiff,0.6407,0.5808,0.5021
76-8.tiff,0.6413,0.5845,0.4970
76-9.tiff,0.6411,0.5849,0.4969
77-1.tiff,0.6379,0.5845,0.5015
77-2.tiff,0.6282,0.5857,0.5122
77-3.tiff,0.6362,0.5845,0.5036
77-4.tiff,0.6433,0.5827,0.4966
77-5.tiff,0.6380,0.5835,0.5024
77-6.tiff,0.6397,0.5836,0.5003
77-7.tiff,0.6377,0.5852,0.5009
77-8.tiff,0.6390,0.5852,0.4992
77-9.tiff,0.6420,0.5841,0.4966
78-1.tiff,0.6481,0.5837,0.4892
78-10.tiff,0.6443,0.5851,0.4924
78-11.tiff,0.6487,0.5849,0.4870
78-12.tiff,0.6495,0.5843,0.4866
78-13.tiff,0.6493,0.5841,0.4871
78-14.tiff,0.6503,0.5847,0.4850
78-15.tiff,0.6489,0.5847,0.4869
78-16.tiff,0.6486,0.5828,0.4895
78-17.tiff,0.6477,0.5824,0.4913
78-18.tiff,0.6469,0.5854,0.4887
78-19.tiff,0.6451,0.5852,0.4913
78-2.tiff,0.6430,0.5850,0.4944
78-3.tiff,0.6446,0.5862,0.4908
78-4.tiff,0.6464,0.5853,0.4895
78-5.tiff,0.6453,0.5845,0.4919
78-6.tiff,0.6482,0.5849,0.4876
78-7.tiff,0.6515,0.5851,0.4830
78-8.tiff,0.6488,0.5830,0.4890
78-9.tiff,0.6473,0.5839,0.4900
79-1.tiff,0.6420,0.5841,0.4966
79-10.tiff,0.6330,0.5854,0.5066
79-11.tiff,0.6372,0.5836,0.5034
79-12.tiff,0.6385,0.5830,0.5025
79-2.tiff,0.6356,0.5844,0.5044
79-3.tiff,0.6409,0.5832,0.4991
79-4.tiff,0.6398,0.5832,0.5005
79-5.tiff,0.6429,0.5827,0.4971
79-6.tiff,0.6361,0.5830,0.5054
79-7.tiff,0.6395,0.5824,0.5018
79-8.tiff,0.6397,0.5825,0.5015
79-9.tiff,0.6385,0.5843,0.5010
8-1.tiff,0.6372,0.5859,0.5007
8-2.tiff,0.6286,0.5877,0.5093
8-3.tiff,0.6356,0.5859,0.5027
8-4.tiff,0.6379,0.5851,0.5007
8-5.tiff,0.6409,0.5856,0.4963
8-6.tiff,0.6430,0.5854,0.4937
8-7.tiff,0.6407,0.5859,0.4963
8-8.tiff,0.6429,0.5855,0.4939
8-9.tiff,0.6429,0.5855,0.4939
80-1.tiff,0.6408,0.5828,0.4997
80-10.tiff,0.6443,0.5839,0.4939
80-11.tiff,0.6476,0.5840,0.4895
80-12.tiff,0.6448,0.5846,0.4924
80-13.tiff,0.6412,0.5845,0.4972
80-14.tiff,0.6410,0.5851,0.4968
80-15.tiff,0.6381,0.5847,0.5009
80-16.tiff,0.6404,0.5841,0.4987
80-17.tiff,0.6436,0.5840,0.4947
80-2.tiff,0.6377,0.5828,0.5038
80-3.tiff,0.6354,0.5860,0.5029
80-4.tiff,0.6403,0.5855,0.4972
80-5.tiff,0.6411,0.5854,0.4962
80-6.tiff,0.6402,0.5855,0.4972
80-7.tiff,0.6404,0.5846,0.4982
80-8.tiff,0.6407,0.5846,0.4977
80-9.tiff,0.6407,0.5846,0.4977
81-1.tiff,0.6488,0.5843,0.4876
81-10.tiff,0.6461,0.5843,0.4910
81-11.tiff,0.6499,0.5817,0.4892
81-12.tiff,0.6492,0.5826,0.4890
81-13.tiff,0.6474,0.5829,0.4911
81-14.tiff,0.6474,0.5829,0.4910
81-15.tiff,0.6495,0.5828,0.4883
81-16.tiff,0.6481,0.5840,0.4888
81-17.tiff,0.6471,0.5830,0.4912
81-2.tiff,0.6470,0.5840,0.4903
81-3.tiff,0.6491,0.5821,0.4898
81-4.tiff,0.6497,0.5808,0.4904
81-5.tiff,0.6437,0.5863,0.4918
81-6.tiff,0.6483,0.5809,0.4923
81-7.tiff,0.6487,0.5823,0.4900
81-8.tiff,0.6441,0.5868,0.4908
81-9.tiff,0.6438,0.5850,0.4932
82-1.tiff,0.6406,0.5852,0.4972
82-10.tiff,0.6408,0.5857,0.4963
82-11.tiff,0.6426,0.5856,0.4942
82-12.tiff,0.6421,0.5858,0.4946
82-13.tiff,0.6402,0.5855,0.4973
82-14.tiff,0.6419,0.5852,0.4954
82-15.tiff,0.6410,0.5856,0.4962
82-16.tiff,0.6443,0.5851,0.4924
82-17.tiff,0.6404,0.5858,0.4967
82-18.tiff,0.6406,0.5858,0.4965
82-2.tiff,0.6411,0.5853,0.4964
82-3.tiff,0.6406,0.5856,0.4967
82-4.tiff,0.6383,0.5860,0.4992
82-5.tiff,0.6374,0.5862,0.5001
82-6.tiff,0.6380,0.5862,0.4994
82-7.tiff,0.6369,0.5862,0.5007
82-8.tiff,0.6372,0.5862,0.5002
82-9.tiff,0.6384,0.5861,0.4989
83-1.tiff,0.6446,0.5843,0.4931
83-10.tiff,0.6407,0.5863,0.4957
83-11.tiff,0.6411,0.5859,0.4958
83-12.tiff,0.6380,0.5870,0.4984
83-13.tiff,0.6395,0.5866,0.4970
83-14.tiff,0.6415,0.5857,0.4955
83-15.tiff,0.6384,0.5863,0.4988
83-16.tiff,0.6371,0.5870,0.4996
83-17.tiff,0.6429,0.5857,0.4935
83-18.tiff,0.6422,0.5859,0.4943
83-2.tiff,0.6448,0.5841,0.4930
83-3.tiff,0.6381,0.5859,0.4995
83-4.tiff,0.6377,0.5869,0.4989
83-5.tiff,0.6369,0.5871,0.4997
83-6.tiff,0.6413,0.5860,0.4953
83-7.tiff,0.6407,0.5860,0.4961
83-8.tiff,0.6402,0.5846,0.4985
83-9.tiff,0.6443,0.5841,0.4936
84-1.tiff,0.6312,0.5877,0.5062
84-10.tiff,0.6364,0.5866,0.5009
84-11.tiff,0.6360,0.5867,0.5013
84-12.tiff,0.6380,0.5854,0.5002
84-13.tiff,0.6363,0.5866,0.5010
84-14.tiff,0.6314,0.5875,0.5061
84-15.tiff,0.6304,0.5876,0.5073
84-16.tiff,0.6333,0.5872,0.5041
84-17.tiff,0.6337,0.5872,0.5036
84-18.tiff,0.6352,0.5864,0.5027
84-2.tiff,0.6406,0.5843,0.4982
84-3.tiff,0.6382,0.5858,0.4996
84-4.tiff,0.6414,0.5838,0.4977
84-5.tiff,0.6360,0.5867,0.5013
84-6.tiff,0.6321,0.5874,0.5053
84-7.tiff,0.6304,0.5876,0.5072
84-8.tiff,0.6321,0.5872,0.5056
84-9.tiff,0.6344,0.5871,0.5028
85-1.tiff,0.6249,0.5891,0.5124
85-10.tiff,0.6195,0.5903,0.5174
85-11.tiff,0.6271,0.5888,0.5099
85-12.tiff,0.6260,0.5891,0.5110
85-13.tiff,0.6220,0.5898,0.5150
85-14.tiff,0.6226,0.5895,0.5147
85-15.tiff,0.6236,0.5893,0.5136
85-16.tiff,0.6268,0.5885,0.5107
85-17.tiff,0.6244,0.5892,0.5128
85-18.tiff,0.6244,0.5893,0.5127
85-19.tiff,0.6263,0.5888,0.5110
85-2.tiff,0.6256,0.5890,0.5116
85-20.tiff,0.6247,0.5891,0.5125
85-21.tiff,0.6244,0.5893,0.5127
85-22.tiff,0.6244,0.5894,0.5125
85-23.tiff,0.6263,0.5888,0.5109
85-24.tiff,0.6250,0.5891,0.5122
85-25.tiff,0.6214,0.5900,0.5155
85-26.tiff,0.6249,0.5890,0.5123
85-3.tiff,0.6267,0.5888,0.5104
85-4.tiff,0.6276,0.5887,0.5094
85-5.tiff,0.6262,0.5891,0.5107
85-6.tiff,0.6255,0.5892,0.5115
85-7.tiff,0.6249,0.5894,0.5120
85-8.tiff,0.6221,0.5901,0.5146
85-9.tiff,0.6213,0.5902,0.5154
86-1.tiff,0.6365,0.5854,0.5022
86-10.tiff,0.6419,0.5837,0.4973
86-11.tiff,0.6372,0.5863,0.5003
86-12.tiff,0.6358,0.5866,0.5017
86-13.tiff,0.6356,0.5851,0.5036
86-14.tiff,0.6368,0.5848,0.5026
86-15.tiff,0.6359,0.5864,0.5018
86-16.tiff,0.6351,0.5864,0.5027
86-17.tiff,0.6370,0.5841,0.5030
86-18.tiff,0.6377,0.5855,0.5006
86-19.tiff,0.6367,0.5850,0.5025
86-2.tiff,0.6382,0.5857,0.4996
86-20.tiff,0.6334,0.5861,0.5053
86-21.tiff,0.6320,0.5857,0.5075
86-22.tiff,0.6314,0.5861,0.5078
86-3.tiff,0.6374,0.5861,0.5003
86-4.tiff,0.6403,0.5863,0.4963
86-5.tiff,0.6392,0.5864,0.4976
86-6.tiff,0.6396,0.5829,0.5012
86-7.tiff,0.6372,0.5841,0.5029
86-8.tiff,0.6380,0.5838,0.5021
86-9.tiff,0.6365,0.5849,0.5028
87-1.tiff,0.6509,0.5831,0.4861
87-10.tiff,0.6500,0.5821,0.4885
87-11.tiff,0.6514,0.5832,0.4854
87-12.tiff,0.6505,0.5825,0.4874
87-13.tiff,0.6506,0.5825,0.4872
87-14.tiff,0.6502,0.5825,0.4877
87-15.tiff,0.6501,0.5834,0.4869
87-16.tiff,0.6505,0.5826,0.4873
87-17.tiff,0.6511,0.5826,0.4865
87-18.tiff,0.6513,0.5831,0.4857
87-19.tiff,0.6491,0.5830,0.4886
87-2.tiff,0.6500,0.5826,0.4880
87-20.tiff,0.6505,0.5834,0.4864
87-3.tiff,0.6501,0.5825,0.4879
87-4.tiff,0.6495,0.5834,0.4877
87-5.tiff,0.6509,0.5828,0.4865
87-6.tiff,0.6509,0.5827,0.4867
87-7.tiff,0.6516,0.5832,0.4851
87-8.tiff,0.6513,0.5832,0.4856
87-9.tiff,0.6508,0.5827,0.4868
88-1.tiff,0.7243,0.5720,0.3851
88-10.tiff,0.7274,0.5710,0.3806
88-11.tiff,0.7275,0.5710,0.3805
88-12.tiff,0.7272,0.5720,0.3795
88-13.tiff,0.7132,0.5747,0.4012
88-14.tiff,0.7106,0.5752,0.4052
88-15.tiff,0.7039,0.5765,0.4149
88-16.tiff,0.7140,0.5752,0.3991
88-17.tiff,0.6989,0.5774,0.4221
88-2.tiff,0.7251,0.5713,0.3844
88-3.tiff,0.7190,0.5722,0.3945
88-4.tiff,0.7087,0.5747,0.4092
88-5.tiff,0.6918,0.5786,0.4320
88-6.tiff,0.7214,0.5716,0.3910
88-7.tiff,0.7269,0.5711,0.3813
88-8.tiff,0.7259,0.5713,0.3829
88-9.tiff,0.7259,0.5712,0.3832
89-1.tiff,0.6456,0.5853,0.4905
89-10.tiff,0.6449,0.5854,0.4914
89-11.tiff,0.6478,0.5842,0.4890
89-12.tiff,0.6469,0.5842,0.4900
89-13.tiff,0.6455,0.5858,0.4901
89-14.tiff,0.6445,0.5853,0.4921
89-15.tiff,0.6445,0.5853,0.4920
89-16.tiff,0.6454,0.5851,0.4909
89-17.tiff,0.6464,0.5856,0.4890
89-18.tiff,0.6463,0.5850,0.4899
89-19.tiff,0.6449,0.5853,0.4915
89-2.tiff,0.6462,0.5840,0.4913
89-3.tiff,0.6473,0.5814,0.4929
89-4.tiff,0.6433,0.5856,0.4933
89-5.tiff,0.6429,0.5857,0.4936
89-6.tiff,0.6451,0.5854,0.4911
89-7.tiff,0.6455,0.5854,0.4905
89-8.tiff,0.6468,0.5821,0.4928
89-9.tiff,0.6451,0.5851,0.4914
9-1.tiff,0.6311,0.5881,0.5058
9-10.tiff,0.6266,0.5877,0.5118
9-11.tiff,0.6295,0.5877,0.5082
9-12.tiff,0.6291,0.5878,0.5087
9-2.tiff,0.6302,0.5872,0.5079
9-3.tiff,0.6275,0.5877,0.5107
9-4.tiff,0.6290,0.5875,0.5091
9-5.tiff,0.6309,0.5872,0.5071
9-6.tiff,0.6309,0.5877,0.5066
9-7.tiff,0.6291,0.5878,0.5086
9-8.tiff,0.6268,0.5876,0.5117
9-9.tiff,0.6270,0.5876,0.5114